cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effectText,triggerText,rarity,set
P-079,Lim,CHARACTER,,2,-,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-079.png?250701"", ""alt"": ""Lim"", ""localPath"": ""P-079.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] If you have 2 or more rested {ODYSSEY} type Characters, set this Character as active.""}]}]",,P,Promotional Cards
P-081,Dracule Mihawk,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-081.png?250701"", ""alt"": ""Dracule Mihawk"", ""localPath"": ""P-081.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may return this Character to the owner's hand: If you have 3 or more blue {Cross Guild} type Characters, play up to 1 {Cross Guild} type Character card with a cost of 5 from your hand.""}]}]",,P,Promotional Cards
P-081_p1,Dracule Mihawk,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-081_p1.png?250701"", ""alt"": ""Dracule Mihawk"", ""localPath"": ""P-081_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may return this Character to the owner's hand: If you have 3 or more blue {Cross Guild} type Characters, play up to 1 {Cross Guild} type Character card with a cost of 5 from your hand.""}]}]",,P,Promotional Cards
P-082,Crocodile,CHARACTER,,5,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}, {""name"": ""Former Baroque Works"", ""value"": ""Former Baroque Works""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-082.png?250701"", ""alt"": ""Crocodile"", ""localPath"": ""P-082.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Your Turn] [On Play] If your Leader has the {Cross Guild} type or a type including \""Baroque Works\"", place up to 1 of your opponent's Characters with 2000 power or less at the bottom of the owner's deck.""}]}]",,P,Promotional Cards
P-082_p1,Crocodile,CHARACTER,,5,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Cross Guild"", ""value"": ""Cross Guild""}, {""name"": ""Former Baroque Works"", ""value"": ""Former Baroque Works""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-082_p1.png?250701"", ""alt"": ""Crocodile"", ""localPath"": ""P-082_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Your Turn] [On Play] If your Leader has the {Cross Guild} type or a type including \""Baroque Works\"", place up to 1 of your opponent's Characters with 2000 power or less at the bottom of the owner's deck.""}]}]",,P,Promotional Cards
P-083,Shanks,CHARACTER,,6,7000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Red-Haired Pirates"", ""value"": ""Red-Haired Pirates""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-083.png?250701"", ""alt"": ""Shanks"", ""localPath"": ""P-083.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] You may trash 1 Character card from your hand: Give up to 1 of your opponent's Characters \u22121000 power during this turn. Then, draw 1 card.""}]}]",,P,Promotional Cards
P-088,Trafalgar Law,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-088.png?250701"", ""alt"": ""Trafalgar Law"", ""localPath"": ""P-088.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]","If your Leader has the {Supernovas} type and you and your opponent have a total of 5 or less Life cards, play this card.",P,Promotional Cards
P-090,Charlotte Smoothie,CHARACTER,,7,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Big Mom Pirates"", ""value"": ""Big Mom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-090.png?250701"", ""alt"": ""Charlotte Smoothie"", ""localPath"": ""P-090.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Opponent's Turn] [On K.O.] DON!! \u22121: Play up to 1 {Big Mom Pirates} type Character card with a cost equal to or less than the number of DON!! cards on your opponent's field other than [Charlotte Smoothie] from your hand.""}]}]",,P,Promotional Cards
P-091,Shirahoshi,CHARACTER,,4,-,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Merfolk"", ""value"": ""Merfolk""}, {""name"": ""Fish-Man Island"", ""value"": ""Fish-Man Island""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-091.png?250701"", ""alt"": ""Shirahoshi"", ""localPath"": ""P-091.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Play up to 1 {Neptunian} or {Fish-Man Island} type Character card with a cost of 5 or less from your hand.[Activate: Main] You may rest this Character: Up to 1 of your {Neptunian} type Characters can attack Characters on the turn in which it is played.""}]}]",,P,Promotional Cards
P-092,Koby,CHARACTER,,7,7000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Navy"", ""value"": ""Navy""}, {""name"": ""SWORD"", ""value"": ""SWORD""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-092.png?250701"", ""alt"": ""Koby"", ""localPath"": ""P-092.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Opponent's Turn] Give this Character \u22123000 power.[When Attacking] If your Leader has the {Navy} type, your Leader's base power becomes 7000 until the end of your opponent's next turn.""}]}]",,P,Promotional Cards
ST01-004_p1,Sanji,CHARACTER,,2,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-004_p1.png?250701"", ""alt"": ""Sanji"", ""localPath"": ""ST01-004_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x2] This Character gains [Rush].(This card can attack on the turn in which it is played.)""}]}]",,C,ST01 - Straw Hat Crew
ST01-007_p2,Nami,CHARACTER,,1,1000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-007_p2.png?250701"", ""alt"": ""Nami"", ""localPath"": ""ST01-007_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.""}]}]",,C,ST01 - Straw Hat Crew
ST01-007_p4,Nami,CHARACTER,,1,1000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-007_p4.png?250701"", ""alt"": ""Nami"", ""localPath"": ""ST01-007_p4.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.""}]}]",,C,ST01 - Straw Hat Crew
ST01-007_p5,Nami,CHARACTER,,1,1000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-007_p5.png?250701"", ""alt"": ""Nami"", ""localPath"": ""ST01-007_p5.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.""}]}]",,C,ST01 - Straw Hat Crew
ST01-009_p1,Nefeltari Vivi,CHARACTER,,2,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Alabasta"", ""value"": ""Alabasta""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-009_p1.png?250701"", ""alt"": ""Nefeltari Vivi"", ""localPath"": ""ST01-009_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,ST01 - Straw Hat Crew
ST01-011_p2,Brook,CHARACTER,,2,3000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-011_p2.png?250701"", ""alt"": ""Brook"", ""localPath"": ""ST01-011_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Give up to 2 rested DON!! cards to your Leader or 1 of your Characters.""}]}]",,C,ST01 - Straw Hat Crew
ST01-012_p4,Monkey.D.Luffy,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-012_p4.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""ST01-012_p4.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Rush] (This card can attack on the turn in which it is played.)[DON!! x2] [When Attacking] Your opponent cannot activate [Blocker] during this battle.""}]}]",,SR,ST01 - Straw Hat Crew
ST01-015_p1,Gum-Gum Jet Pistol,EVENT,,4,-,[],"[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST01-015_p1.png?250701"", ""alt"": ""Gum-Gum Jet Pistol"", ""localPath"": ""ST01-015_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] K.O. up to 1 of your opponent's Characters with 6000 power or less.""}]}]",Activate this card's [Main] effect.,C,ST01 - Straw Hat Crew
ST02-007_p1,Jewelry Bonney,CHARACTER,,1,1000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Bonney Pirates"", ""value"": ""Bonney Pirates""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST02-007_p1.png?250701"", ""alt"": ""Jewelry Bonney"", ""localPath"": ""ST02-007_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] \u2780 (You may rest the specified number of DON!! cards in your cost area.) You may rest this Character: Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.""}]}]",,C,ST02 - Worst Generation
ST02-008_p1,Scratchmen Apoo,CHARACTER,,2,3000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""On-Air Pirates"", ""value"": ""On-Air Pirates""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST02-008_p1.png?250701"", ""alt"": ""Scratchmen Apoo"", ""localPath"": ""ST02-008_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] Rest up to 1 of your opponent's DON!! cards.""}]}]",,C,ST02 - Worst Generation
ST02-013_p1,"Eustass""Captain""Kid",CHARACTER,,7,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Kid Pirates"", ""value"": ""Kid Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST02-013_p1.png?250701"", ""alt"": ""Eustass""Captain""Kid"", ""localPath"": ""ST02-013_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [End of Your Turn] Set this Character as active.""}]}]",,SR,ST02 - Worst Generation
ST03-003_p1,Crocodile,CHARACTER,,5,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Baroque Works"", ""value"": ""Baroque Works""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-003_p1.png?250701"", ""alt"": ""Crocodile"", ""localPath"": ""ST03-003_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [On Block] Place up to 1 Character with a cost of 2 or less at the bottom of the owner's deck.""}]}]",,SR,ST03 - The Seven Warlords of the Sea
ST03-005_p1,Dracule Mihawk,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}]",2000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-005_p1.png?250701"", ""alt"": ""Dracule Mihawk"", ""localPath"": ""ST03-005_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-007_p1,Sentomaru,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-007_p1.png?250701"", ""alt"": ""Sentomaru"", ""localPath"": ""ST03-007_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [Activate: Main] [Once Per Turn] \u2781 (You may rest the specified number of DON!! cards in your cost area.): Play up to 1 [Pacifista] with a cost of 4 or less from your deck, then shuffle your deck.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-008_p2,Trafalgar Law,CHARACTER,,1,1000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-008_p2.png?250701"", ""alt"": ""Trafalgar Law"", ""localPath"": ""ST03-008_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-008_p3,Trafalgar Law,CHARACTER,,1,1000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-008_p3.png?250701"", ""alt"": ""Trafalgar Law"", ""localPath"": ""ST03-008_p3.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST03-014_p1,Marshall.D.Teach,CHARACTER,,4,4000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Blackbeard Pirates"", ""value"": ""Blackbeard Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST03-014_p1.png?250701"", ""alt"": ""Marshall.D.Teach"", ""localPath"": ""ST03-014_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.""}]}]",,C,ST03 - The Seven Warlords of the Sea
ST04-003_p2,Kaido,CHARACTER,,9,10000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-003_p2.png?250701"", ""alt"": ""Kaido"", ""localPath"": ""ST04-003_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22125 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)""}]}]",,SR,ST04 - Animal Kingdom Pirates
ST04-008_p1,Jack,CHARACTER,,3,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-008_p1.png?250701"", ""alt"": ""Jack"", ""localPath"": ""ST04-008_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may trash 1 card from your hand: Add up to 1 DON!! card from your DON!! deck and set it as active.""}]}]",,C,ST04 - Animal Kingdom Pirates
ST04-010_p1,Who's.Who,CHARACTER,,3,3000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/ST04-010_p1.png?250701"", ""alt"": ""Who""s.Who"", ""localPath"": ""ST04-010_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 3 or less.""}]}]",Play this card.,C,ST04 - Animal Kingdom Pirates
