cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effect_description,trigger_description,has_trigger,trigger_effect,rarity,set
OP07-059,Foxy,LEADER,5,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-059.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-059_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-059_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-079,Rob Lucci,LEADER,5,,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-079.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-079_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-079_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-097,Vegapunk,LEADER,2,,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-097.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-097_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-097_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP08-001,Tony Tony.Chopper,LEADER,4,,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Drum Kingdom"", ""value"": ""Drum Kingdom""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}, {""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-001.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-001_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-001_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP08 - Two Legends
OP08-002,Marco,LEADER,4,,22122000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}, {""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-002.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-002_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-002_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP08 - Two Legends
OP08-021,Carrot,LEADER,5,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Minks"", ""value"": ""Minks""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-021.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-021_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-021_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP08 - Two Legends
OP08-057,King,LEADER,4,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}, {""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-057.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-057_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-057_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP08 - Two Legends
OP08-058,Charlotte Pudding,LEADER,4,,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Big Mom Pirates"", ""value"": ""Big Mom Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}, {""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-058.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-058_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-058_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP08 - Two Legends
OP08-098,Kalgara,LEADER,5,,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Jaya"", ""value"": ""Jaya""}, {""name"": ""Sky Island"", ""value"": ""Sky Island""}, {""name"": ""Shandian Warrior"", ""value"": ""Shandian Warrior""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-098.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-098_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP08-098_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP08 - Two Legends
EB01-006_r1,Tony Tony.Chopper,CHARACTER,,3,22123000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB01-006_r1.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,R,EB01 - Memorial Collection
OP01-006,Otama,CHARACTER,,1,22122000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}]",2000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_p3.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p4"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_p4.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p5"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_p5.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
OP01-006_r1,Otama,CHARACTER,,1,22122000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}]",2000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-006_r1.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,R,OP01 - Romance Dawn
OP01-016,Nami,CHARACTER,,1,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p8"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p8.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p4"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p4.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-016_p3.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
OP01-024,Monkey.D.Luffy,CHARACTER,,2,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-024.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-024_p3.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-024_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
OP01-024_r1,Monkey.D.Luffy,CHARACTER,,2,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-024_r1.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,R,OP01 - Romance Dawn
OP01-029,Radical Beam!!,EVENT,,1,2000,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029_p3.png?250701"", ""artist"": """", ""is_default"": false}]",,Up to 1 of your Leader or Character cards gains +1000 power during this turn.,True,,C,OP01 - Romance Dawn
OP01-029_r1,Radical Beam!!,EVENT,,1,2000,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-029_r1.png?250701"", ""artist"": """", ""is_default"": true}]",,Up to 1 of your Leader or Character cards gains +1000 power during this turn.,True,,R,OP01 - Romance Dawn
OP01-033,Izo,CHARACTER,,3,,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Former Whitebeard Pirates"", ""value"": ""Former Whitebeard Pirates""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-033.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-033_p3.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p4"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-033_p4.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p5"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-033_p5.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-033_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
OP01-033_r1,Izo,CHARACTER,,3,,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Former Whitebeard Pirates"", ""value"": ""Former Whitebeard Pirates""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-033_r1.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,R,OP01 - Romance Dawn
OP01-041,Kouzuki Momonosuke,CHARACTER,,1,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Kouzuki Clan"", ""value"": ""Kouzuki Clan""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041_p3.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p4"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041_p4.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p5"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041_p5.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
OP01-041_r1,Kouzuki Momonosuke,CHARACTER,,1,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Kouzuki Clan"", ""value"": ""Kouzuki Clan""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-041_r1.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,R,OP01 - Romance Dawn
OP01-047,Trafalgar Law,CHARACTER,,5,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p4"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_p4.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
OP01-047_r1,Trafalgar Law,CHARACTER,,5,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-047_r1.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,R,OP01 - Romance Dawn
OP01-051,"Eustass""Captain""Kid",CHARACTER,,8,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Kid Pirates"", ""value"": ""Kid Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051.png?250701\"", \""alt\"": \""Eustass\""Captain\""Kid\"", \""localPath\"": \""OP01-051.jpg\""}]"", ""artist"": """", ""is_default"": true}, {""label"": ""p4"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_p4.png?250701\"", \""alt\"": \""Eustass\""Captain\""Kid\"", \""localPath\"": \""OP01-051_p4.jpg\""}]"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_p1.png?250701\"", \""alt\"": \""Eustass\""Captain\""Kid\"", \""localPath\"": \""OP01-051_p1.jpg\""}]"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_p2.png?250701\"", \""alt\"": \""Eustass\""Captain\""Kid\"", \""localPath\"": \""OP01-051_p2.jpg\""}]"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
OP01-051_r1,"Eustass""Captain""Kid",CHARACTER,,8,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Kid Pirates"", ""value"": ""Kid Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-051_r1.png?250701\"", \""alt\"": \""Eustass\""Captain\""Kid\"", \""localPath\"": \""OP01-051_r1.jpg\""}]"", ""artist"": """", ""is_default"": true}]",,,False,,R,OP01 - Romance Dawn
OP01-052,Raizo,CHARACTER,,3,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""The Akazaya Nine"", ""value"": ""The Akazaya Nine""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p3.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p4"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p4.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP01-052_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP01 - Romance Dawn
